Price,Age,Mileage,FuelType,Horsepower,MetColor,Automatic,Displacement,Doors,Weight
14453,52,28862,Petrol,110,1,0,98,4,2282
13469,47,28826,Petrol,110,0,0,98,5,2370
15314,54,28726,Petrol,110,1,0,98,3,2326
12915,52,28601,Petrol,110,1,0,98,4,2271
13407,50,28583,Petrol,97,0,0,85,3,2260
15929,50,28521,Petrol,110,1,0,98,5,2370
13469,47,28490,Petrol,97,0,0,85,5,2337
15375,56,28170,Petrol,110,1,0,98,5,2381
12239,55,27674,Petrol,97,0,0,85,3,2260
13223,56,27154,Petrol,86,1,0,79,3,2260
15375,48,26794,Petrol,97,1,0,85,3,2271
12854,49,25917,Petrol,110,0,0,98,3,2293
13223,52,25911,Petrol,97,1,0,85,3,2260
15929,49,25871,Petrol,110,1,0,98,5,2436
13524,50,25646,Petrol,97,0,0,85,5,2337
14699,49,25374,Petrol,110,0,1,98,3,2370
13838,50,25103,Petrol,97,1,0,85,5,2337
14699,47,25079,Petrol,110,1,0,98,5,2403
16913,54,25057,Petrol,86,0,0,79,5,2304
13530,47,24855,Petrol,110,0,0,98,5,2381
16605,50,24672,Petrol,110,1,0,98,5,2381
13469,54,24414,Petrol,110,1,0,98,3,2293
13223,54,24233,Petrol,97,0,0,85,3,2260
11009,47,24171,Petrol,97,1,0,85,3,2260
15929,51,23863,Petrol,110,0,0,98,3,2326
11993,56,23277,Petrol,97,0,0,85,3,2260
13407,54,22991,Petrol,97,1,0,85,3,2260
13524,55,22622,Petrol,110,1,0,98,4,2282
13223,48,22372,Petrol,97,1,0,85,5,2348
13469,52,22369,Petrol,110,1,0,98,5,2370
15990,49,22369,Petrol,110,0,0,98,5,2381
15929,45,22369,Petrol,110,1,1,98,3,2359
14145,52,22259,Petrol,110,0,0,98,5,2370
13469,56,21891,Petrol,97,0,0,85,3,2260
14403,48,21836,Petrol,110,0,0,98,3,2326
12275,49,21680,Petrol,97,0,0,85,3,2260
15068,51,21675,Petrol,110,1,0,98,5,2370
14145,46,21127,Petrol,110,1,0,98,5,2370
14699,56,21125,Petrol,110,0,0,98,5,2381
14145,55,20648,Petrol,110,0,0,98,3,2315
14637,46,20518,Petrol,110,1,0,98,5,2381
14674,49,19883,Petrol,97,0,0,85,3,2271
12915,52,19622,Petrol,97,0,0,85,3,2260
11009,56,19263,Petrol,97,0,0,85,3,2260
12854,46,19142,Petrol,97,1,0,85,5,2337
12915,55,18928,Petrol,86,1,0,79,5,2315
15929,50,18446,Petrol,110,1,1,98,3,2370
12239,55,18424,Petrol,86,0,0,79,3,2260
15867,52,18330,Petrol,110,1,0,98,3,2326
12239,48,17806,Petrol,97,0,0,85,3,2392
12239,55,17088,Petrol,97,1,0,85,3,2260
13469,48,16738,Petrol,110,1,0,98,3,2293
13469,53,16543,Petrol,97,0,0,85,5,2337
12239,47,16293,Petrol,97,1,0,85,3,2260
13469,50,14073,Petrol,97,1,0,85,5,2337
13284,50,13981,Petrol,97,1,0,85,3,2260
12915,56,12001,Petrol,97,0,0,85,3,2260
12854,50,10948,Petrol,110,0,0,98,4,2271
13038,51,10606,Petrol,97,1,0,85,3,2260
12854,48,9321,Petrol,97,1,0,85,3,2260
15929,50,6344,Petrol,97,0,0,85,5,2348
13838,47,3299,Petrol,110,1,1,98,3,2359
9225,50,1,Diesel,90,1,0,122,3,2778
11009,52,19263,Petrol,97,0,0,85,3,2260
8549,58,127381,Diesel,72,1,0,122,4,2425
9717,68,126915,Diesel,72,0,0,122,3,2458
7319,68,120885,Petrol,86,0,0,79,4,2205
9225,59,118620,Diesel,72,1,0,122,3,2458
9225,62,114022,Diesel,72,1,0,122,5,2513
8487,65,109476,Diesel,72,1,0,122,3,2458
7074,67,108636,Diesel,72,0,0,122,4,2425
8549,68,96760,Petrol,86,1,0,79,3,2238
9779,67,96623,Petrol,110,1,0,98,5,2315
9533,59,96178,Diesel,72,1,0,122,3,2469
9779,64,95978,Diesel,72,1,0,122,5,2502
10148,64,93569,Petrol,110,1,0,98,3,2348
7688,67,92584,Diesel,90,1,0,122,5,2502
11685,62,91737,Diesel,72,0,0,122,5,2502
8487,59,89801,Diesel,72,1,0,122,5,2502
10394,64,89477,CNG,110,1,0,98,3,2348
9041,65,87096,Diesel,72,1,0,122,3,2458
11009,68,86992,Petrol,110,1,0,98,5,2392
8487,60,86868,Diesel,72,0,0,122,3,2458
11009,59,85159,CNG,110,1,0,98,3,2377
10763,61,85100,Petrol,110,0,0,98,3,2348
9779,67,84094,CNG,110,1,0,98,5,2469
11009,64,83120,Diesel,72,1,0,122,3,2469
11009,58,82894,Diesel,72,1,0,122,5,2502
11009,65,82522,Diesel,72,1,0,122,5,2502
9779,64,82265,Diesel,72,0,0,122,5,2502
9533,60,80946,Petrol,110,0,0,98,3,2315
9225,59,80778,Diesel,72,1,0,122,4,2502
11009,67,78914,Diesel,72,1,0,122,5,2502
12054,67,78790,Diesel,72,0,0,122,5,2502
11624,66,78574,Petrol,110,1,0,98,5,2392
11009,62,77780,Diesel,116,0,0,122,5,2535
10763,68,77671,Diesel,72,1,0,122,3,2458
12915,61,76429,Diesel,72,0,0,122,5,2502
9834,59,75575,Petrol,86,0,0,79,5,2315
12854,64,74813,Petrol,110,0,0,98,5,2403
12239,66,74565,Diesel,72,0,0,122,4,2425
12239,68,74279,Petrol,110,0,0,98,3,2326
11009,68,74254,Petrol,110,1,0,98,5,2359
9779,68,74123,Petrol,110,1,0,98,4,2282
13469,57,73839,Petrol,110,0,0,98,3,2348
12239,64,73322,Diesel,72,1,0,122,5,2535
10578,68,73294,Petrol,110,1,1,98,4,2348
8918,65,73079,Petrol,86,0,0,79,3,2238
8549,68,72700,Diesel,72,0,0,122,3,2458
9840,64,72079,Petrol,86,0,0,79,5,2304
12239,58,71902,Petrol,110,0,0,98,5,2359
11624,60,71576,CNG,110,1,0,98,4,2379
9779,68,71502,Petrol,110,1,0,98,3,2326
11624,63,71458,CNG,110,0,0,98,3,2445
12239,64,71362,Petrol,110,1,0,98,5,2370
8549,65,71074,Diesel,90,0,0,122,3,2778
10148,59,70650,Petrol,110,1,0,98,5,2348
12239,67,70288,Petrol,86,1,0,79,3,2249
10148,59,70107,Petrol,86,1,0,79,5,2293
12239,68,69666,Petrol,110,1,0,98,5,2359
12915,66,69594,Petrol,110,1,0,98,3,2348
9779,62,69594,Diesel,72,0,0,122,4,2502
11993,65,69450,Petrol,110,0,0,98,3,2348
11378,61,68881,Petrol,110,1,0,98,5,2359
11685,68,68529,Petrol,110,1,0,98,3,2315
12239,62,68069,Petrol,110,0,0,98,5,2370
9533,63,67872,Petrol,110,0,0,98,3,2315
11685,68,67823,Petrol,110,0,0,98,5,2370
12239,67,67601,Petrol,110,1,0,98,4,2282
11993,64,66352,Petrol,110,0,1,98,3,2315
11993,58,65829,Petrol,86,0,0,79,5,2293
7319,59,65244,Petrol,86,1,0,79,3,2238
10455,62,65244,Petrol,86,0,0,79,5,2293
10449,68,64808,Petrol,110,1,0,98,5,2392
11378,67,64623,Petrol,86,0,0,79,3,2249
8487,68,64623,Petrol,86,1,0,79,3,2238
11009,58,64286,Petrol,86,1,0,79,3,2260
11685,63,64250,Petrol,110,1,0,98,5,2370
11378,63,63881,Petrol,86,0,0,79,5,2326
12171,68,63687,Petrol,110,0,0,98,5,2403
12239,57,63566,Diesel,72,1,0,122,5,2502
9779,61,63446,Petrol,110,0,0,98,3,2315
10763,68,63311,Petrol,110,1,0,98,5,2370
10148,57,63250,Diesel,72,0,0,122,3,2458
11009,63,63050,Petrol,110,1,0,98,3,2348
11009,68,62759,Petrol,110,0,0,98,5,2370
11009,61,62602,Petrol,110,0,0,98,5,2359
11009,65,62479,Petrol,110,1,0,98,5,2370
11624,67,62001,Petrol,110,1,0,98,5,2392
11009,59,61303,Petrol,86,1,0,79,3,2249
11378,65,61205,Petrol,110,1,0,98,5,2370
10763,64,61075,Petrol,86,0,0,79,4,2205
12239,61,60676,Petrol,110,1,0,98,3,2348
12239,61,60537,Petrol,110,1,0,98,5,2370
12177,65,60380,Petrol,86,0,0,79,3,2238
11009,66,60302,Petrol,86,1,0,79,4,2205
11009,67,59652,Petrol,110,1,0,98,3,2315
15068,60,59652,Diesel,72,0,0,122,4,2425
11378,67,59496,Petrol,110,1,0,98,5,2359
12608,61,59122,Petrol,110,1,0,98,3,2315
11009,68,59030,Petrol,110,0,0,98,3,2315
9839,65,59030,Petrol,110,1,0,98,3,2315
12177,66,58785,Petrol,110,0,0,98,3,2348
10148,63,58722,Petrol,86,1,0,79,4,2205
12915,65,58053,Petrol,110,1,0,98,5,2370
10394,65,58041,Petrol,86,0,0,79,3,2238
12177,68,57971,Petrol,110,1,0,98,5,2403
12915,62,57848,Petrol,110,1,0,98,5,2370
10455,67,57739,Diesel,72,1,0,122,4,2425
11685,61,57476,Petrol,110,1,0,98,3,2315
11624,65,57307,Petrol,110,0,0,98,3,2348
12177,68,56859,Diesel,72,0,0,122,3,2458
10148,64,56752,Petrol,110,1,0,98,3,2315
10763,65,56698,Petrol,86,1,0,79,3,2238
11685,58,56545,Petrol,110,1,0,98,5,2370
10394,68,56375,Petrol,110,0,0,98,3,2315
10443,62,55923,Petrol,110,0,0,98,3,2315
10763,60,55660,Petrol,110,0,0,98,4,2282
11993,64,55392,Petrol,86,1,0,79,3,2260
12239,63,55302,Petrol,110,1,0,98,5,2392
10455,68,55182,Petrol,110,0,0,98,3,2315
10394,63,55106,Petrol,110,0,0,98,5,2359
9717,62,55095,Petrol,110,1,0,98,4,2293
10763,57,54979,Petrol,110,1,0,98,3,2315
9779,61,54760,Petrol,86,0,0,79,3,2238
8487,62,54681,Petrol,86,0,0,79,3,2249
10025,65,54569,Petrol,86,1,0,79,3,2238
13524,59,54466,Petrol,86,1,1,79,5,2348
10947,59,53990,Petrol,110,1,0,98,3,2315
11685,59,53979,Petrol,86,1,0,79,5,2293
11009,68,53882,Petrol,110,1,0,98,4,2282
14145,65,53369,Petrol,110,0,0,98,3,2348
12854,62,52817,Petrol,110,1,0,98,3,2315
12915,60,52817,Petrol,86,1,0,79,3,2260
11378,68,52802,Petrol,110,1,0,98,4,2282
13469,65,52542,Petrol,110,1,0,98,5,2469
12854,62,52536,Petrol,110,0,0,98,5,2370
11378,68,52495,Petrol,110,1,0,98,5,2370
10763,62,52138,Petrol,110,1,0,98,5,2359
10763,67,51922,Petrol,86,0,0,79,3,2238
12054,68,51574,Petrol,107,1,1,98,5,2425
10148,64,51402,Petrol,86,0,0,79,3,2238
12854,62,51214,Petrol,110,1,0,98,3,2348
11993,58,51110,Petrol,110,0,0,98,5,2315
11009,61,51024,Petrol,110,1,0,98,3,2326
9164,65,50952,Petrol,86,1,0,79,3,2238
10394,68,50931,Petrol,86,1,0,79,5,2282
10148,66,50486,Petrol,110,0,0,98,3,2315
13469,65,50450,Petrol,110,1,0,98,3,2348
11009,61,50437,Petrol,110,1,0,98,4,2293
10763,66,50383,Petrol,86,0,0,79,3,2238
12854,61,50153,Petrol,110,1,0,98,5,2370
13469,57,50002,Petrol,110,0,0,98,5,2392
10394,65,49982,Petrol,110,1,0,98,4,2282
12239,59,49977,Petrol,110,1,0,98,3,2348
12239,68,49974,Petrol,110,1,0,98,3,2326
10763,62,49874,Petrol,86,0,0,79,3,2238
12239,65,49805,Petrol,110,0,0,98,5,2359
11685,68,49785,Petrol,110,0,0,98,5,2359
10148,65,49763,Petrol,110,1,0,98,4,2282
13469,62,49710,Petrol,110,0,0,98,5,2370
9779,60,49710,Petrol,86,0,0,79,5,2238
10148,65,49710,Petrol,86,1,0,79,2,2238
12171,67,49621,Petrol,110,1,0,98,4,2293
11230,67,49562,Petrol,86,1,0,79,3,2238
13469,59,49498,Petrol,86,0,1,79,5,2348
12915,60,49182,Petrol,110,1,0,98,5,2370
10947,61,49088,Petrol,110,1,0,98,3,2315
11685,57,49060,Petrol,86,1,0,79,5,2304
13469,59,48933,Diesel,90,1,0,121,5,2546
9779,68,48791,Petrol,86,0,0,79,3,2238
9779,64,48688,Petrol,86,1,0,79,3,2238
9779,65,48514,Petrol,86,1,0,79,3,2238
11685,61,48506,Petrol,107,1,1,98,5,2425
13469,67,48356,Petrol,110,1,0,98,5,2370
11993,68,48277,Petrol,110,1,0,98,4,2282
11993,65,48156,Petrol,110,1,0,98,3,2315
11624,63,48130,Petrol,110,1,0,98,3,2326
11009,68,47864,Petrol,86,1,0,79,3,2238
11009,68,47851,Petrol,86,1,0,79,3,2238
10947,66,47716,Petrol,110,1,0,98,5,2359
12239,61,47659,Petrol,86,1,0,79,5,2282
10763,67,47578,Petrol,86,1,0,79,3,2249
11009,59,47325,Petrol,110,1,0,98,5,2370
11058,65,47321,Petrol,110,1,0,98,4,2282
11009,61,46981,Petrol,86,1,0,79,3,2238
11009,62,46956,Diesel,72,1,0,122,3,2469
12239,67,46869,Petrol,110,1,0,98,3,2348
12177,68,46603,Petrol,110,1,0,98,5,2370
11009,65,46603,Petrol,86,0,0,79,3,2238
11009,62,46603,Petrol,110,1,0,98,5,2359
11685,66,46580,Petrol,107,0,1,98,3,2392
9779,68,46534,Petrol,86,1,0,79,3,2238
9533,68,46525,Petrol,110,0,0,98,5,2359
11009,63,46446,Petrol,110,1,0,98,5,2370
14699,60,46429,Petrol,110,1,0,98,5,2392
11009,62,46265,Petrol,110,0,0,98,5,2370
14699,60,46191,Petrol,86,0,0,79,5,2282
11009,68,46173,Petrol,110,0,0,98,3,2315
12239,64,46101,Petrol,110,0,0,98,3,2315
10148,65,46093,Petrol,110,1,0,98,3,2315
11064,67,45942,Petrol,86,1,0,79,5,2315
12294,61,45916,Petrol,110,1,0,98,3,2348
11378,64,45671,Petrol,110,1,0,98,3,2315
13469,64,45594,Petrol,110,0,0,98,5,2359
10947,64,45546,Petrol,86,1,0,79,3,2238
11685,58,45467,Petrol,110,1,0,98,5,2370
12239,58,45315,Petrol,110,1,0,98,5,2370
9779,67,45286,Petrol,86,1,0,81,3,2238
10148,63,45063,Petrol,110,1,0,98,3,2315
11624,64,44739,Petrol,86,1,0,79,3,2238
9779,57,44739,Petrol,86,0,0,79,3,2238
11685,59,44345,Petrol,110,0,0,98,3,2348
11009,65,44314,Petrol,110,0,0,98,3,2315
13469,62,44117,Petrol,110,0,0,98,5,2359
11009,60,44089,Petrol,110,0,0,98,3,2315
11624,63,44060,Petrol,86,0,0,79,5,2282
9840,58,43844,Petrol,110,1,0,98,3,2315
12177,67,43839,Petrol,110,0,0,98,5,2370
11009,62,43807,Petrol,110,1,0,98,5,2282
13407,60,43777,Diesel,72,0,0,122,5,2502
11624,59,43631,Petrol,110,1,0,98,3,2315
10394,64,43568,Petrol,110,1,0,98,4,2282
11685,65,43538,Petrol,110,1,0,98,5,2370
12915,67,43496,Petrol,107,1,1,97,3,2348
8549,68,43496,Petrol,86,1,0,79,3,2238
11993,68,42939,Petrol,110,0,0,98,4,2282
8549,58,42888,Petrol,86,1,0,79,5,2282
11870,67,42875,Petrol,110,1,0,98,3,2348
12239,68,42791,Petrol,110,1,0,98,3,2348
11378,58,42702,Petrol,86,0,0,79,3,2260
11009,63,42535,Petrol,110,1,0,98,5,2359
12177,63,42401,Petrol,86,0,0,79,5,2315
13524,63,42348,Petrol,110,1,0,98,5,2392
12915,65,42253,Petrol,110,0,0,98,5,2370
11009,65,42253,Petrol,86,1,0,79,3,2238
11993,67,42105,Petrol,110,1,0,98,3,2348
13469,68,41723,Petrol,110,1,0,98,5,2370
11993,67,41700,Petrol,86,1,0,79,5,2282
12239,59,41638,Petrol,110,1,0,98,3,2348
12915,65,41634,Petrol,110,1,0,98,4,2282
12792,68,41498,Petrol,86,0,1,79,3,2304
10824,68,41352,Petrol,86,0,0,81,3,2227
12915,61,41171,Petrol,110,1,0,98,3,2348
11378,62,41061,Petrol,110,0,0,98,5,2359
9594,65,41010,Petrol,86,1,0,79,3,2238
12239,61,41010,Petrol,110,0,0,98,3,2315
13223,63,40946,Petrol,110,1,0,98,3,2348
13469,67,40877,Petrol,110,1,0,98,5,2370
12239,65,40708,Petrol,110,1,1,98,4,2359
12239,59,40677,Petrol,110,1,0,98,5,2359
9963,68,40638,Petrol,86,1,0,79,4,2205
11378,60,40550,Petrol,110,1,0,98,3,2315
9594,64,40389,Petrol,110,1,0,98,3,2315
11070,68,40389,Petrol,110,0,0,98,5,2359
11009,57,40389,Petrol,110,0,0,98,4,2282
11009,62,40368,Petrol,86,0,0,79,3,2249
12239,68,40358,Petrol,110,1,0,98,5,2370
10455,60,40336,Petrol,110,1,0,98,5,2359
9834,62,40263,Petrol,110,1,0,98,5,2370
10763,65,40247,Petrol,110,1,0,98,3,2315
11993,63,40196,Petrol,86,0,0,79,3,2249
13469,65,40159,Petrol,110,0,0,98,5,2359
11993,67,40149,Petrol,110,1,0,98,5,2392
10086,60,40006,Petrol,86,0,0,79,3,2238
11009,68,39768,Petrol,110,0,0,98,5,2370
11685,66,39694,Petrol,86,0,0,79,3,2238
13469,58,39687,Diesel,72,0,0,122,5,2502
11993,66,39350,Petrol,86,0,1,79,5,2348
12239,65,39146,Petrol,86,1,1,79,5,2348
12854,61,39146,Petrol,86,0,1,79,3,2315
12116,65,38771,Petrol,110,0,0,98,3,2315
11624,62,38759,Petrol,110,1,0,98,5,2370
12663,67,38721,Petrol,110,1,0,98,3,2315
11993,68,38706,Petrol,110,1,0,98,3,2348
11009,65,38665,Petrol,110,1,0,98,3,2315
12177,68,38663,Petrol,110,0,0,98,5,2370
10763,66,38609,Petrol,86,1,0,79,5,2282
12239,58,38540,Petrol,110,1,0,98,5,2370
10455,60,38511,Petrol,86,1,0,79,3,2238
12239,62,38482,Petrol,110,1,0,98,4,2282
13469,57,38327,Petrol,110,0,0,98,3,2315
12048,68,38257,Petrol,110,1,0,98,4,2282
10763,68,38217,Petrol,110,1,0,98,4,2282
10148,65,38142,Petrol,110,1,0,98,3,2315
12239,58,38117,Petrol,110,1,0,98,5,2370
12239,62,38061,Petrol,110,0,0,98,5,2370
12915,59,38007,Petrol,110,1,0,98,3,2315
11993,62,37996,Petrol,86,1,0,79,5,2293
13838,61,37993,Petrol,110,1,0,98,5,2403
10947,59,37983,Petrol,110,1,0,98,3,2315
9779,60,37966,Petrol,86,1,0,79,3,2238
14145,68,37966,Petrol,110,1,0,98,5,2370
11624,57,37904,Petrol,110,1,0,98,3,2315
9834,65,37732,Petrol,86,1,0,79,3,2238
13524,59,37722,Petrol,86,1,0,79,5,2304
11009,61,37613,Petrol,110,1,0,98,3,2315
10148,67,37282,Petrol,86,0,1,79,4,2271
11009,66,37282,Petrol,86,1,0,79,3,2238
11009,65,37282,Petrol,86,1,0,79,3,2238
11685,62,36844,Petrol,86,0,0,79,5,2282
9225,65,36825,Petrol,86,0,0,79,3,2238
11009,63,36661,Petrol,110,0,0,98,3,2315
12239,63,36661,Petrol,86,1,0,79,5,2282
11993,65,36661,Petrol,110,0,0,98,5,2370
11624,61,36661,Petrol,110,1,0,98,5,2359
12239,65,36661,Petrol,110,0,0,98,3,2315
11993,68,36574,Petrol,110,1,0,98,3,2326
11009,65,36555,Petrol,110,0,0,98,3,2315
10148,66,36446,Petrol,110,1,0,98,5,2359
9533,65,36226,Petrol,86,1,0,79,3,2238
11009,60,36207,Petrol,110,1,0,98,3,2315
12239,64,36124,Petrol,110,1,0,98,5,2370
11624,66,36110,Petrol,107,1,1,98,3,2392
15929,67,36076,Petrol,110,1,0,98,3,2348
12239,58,36040,Petrol,110,1,0,98,3,2315
12909,62,36040,Petrol,110,1,0,98,3,2348
9779,68,35769,Petrol,86,1,0,79,5,2282
12915,63,35675,Petrol,107,0,1,98,5,2458
11009,65,35651,Petrol,110,1,0,98,5,2370
12177,62,35529,Petrol,110,1,0,98,5,2370
12294,61,35523,Petrol,110,1,0,98,3,2348
12239,63,35495,Petrol,110,1,0,98,3,2348
12239,63,35418,Petrol,110,1,0,98,3,2315
10148,67,35418,Petrol,110,0,0,98,3,2315
12239,63,35418,Petrol,86,1,0,79,5,2282
11009,59,34958,Petrol,86,0,0,79,3,2238
13469,62,34927,Petrol,107,1,1,98,3,2381
11378,67,34843,Petrol,86,0,0,79,4,2205
12239,63,34761,Petrol,110,1,0,98,5,2359
12294,57,34700,Petrol,86,1,0,79,5,2304
10763,61,34640,Petrol,86,0,0,79,3,2249
13469,58,34472,Petrol,86,0,0,79,5,2304
12731,60,34228,Petrol,107,0,1,98,5,2436
12239,65,34213,Petrol,110,1,0,98,5,2359
11009,65,34175,Petrol,86,1,0,79,3,2238
13469,57,34175,Petrol,110,0,0,98,5,2370
13469,63,34136,Petrol,110,1,0,98,5,2370
11009,68,34098,Petrol,110,1,0,98,5,2359
10947,67,34080,Petrol,110,0,0,98,3,2315
12608,60,33898,Petrol,110,1,0,98,3,2348
11624,61,33632,Petrol,110,1,0,98,5,2282
11378,61,33554,Petrol,110,1,0,98,3,2326
12915,57,33554,Petrol,110,1,0,98,5,2370
9041,58,33554,Petrol,86,0,0,79,5,2282
12608,57,33554,Petrol,110,1,0,98,3,2502
12608,62,33110,Petrol,110,1,0,98,5,2370
14145,65,32966,Petrol,110,1,0,98,5,2370
11009,68,32933,Petrol,110,1,1,97,3,2370
9533,68,32933,Petrol,86,0,0,79,3,2238
11685,64,32913,Petrol,110,1,0,98,3,2315
10394,67,32808,Petrol,86,1,0,79,3,2238
11009,57,32652,Petrol,110,0,0,98,3,2315
10332,60,32614,Petrol,110,1,0,98,4,2282
11378,66,32549,Petrol,86,0,0,79,3,2238
10947,61,32381,Petrol,110,1,0,98,4,2282
10763,58,32132,Petrol,110,0,0,98,3,2315
13469,58,31952,Petrol,110,0,1,98,5,2436
11009,61,31836,Petrol,86,1,0,79,4,2205
11009,65,31690,Petrol,86,1,0,79,3,2238
10941,61,31643,Petrol,110,1,0,98,5,2359
11550,66,31569,Petrol,86,0,0,79,3,3263
10763,59,31360,Petrol,110,1,0,98,5,2359
11993,61,31176,Petrol,110,1,0,98,5,2370
12239,62,31069,Petrol,110,1,0,98,5,2370
13469,65,31033,Petrol,110,0,0,98,3,2348
12177,67,30811,Petrol,110,0,0,98,5,2392
11685,62,30607,Petrol,110,1,0,98,4,2282
12239,61,30447,Petrol,110,0,0,98,3,2315
12239,63,30284,Petrol,110,0,0,98,5,2326
12915,62,29670,Petrol,86,1,0,79,5,2293
12239,63,29585,Petrol,86,0,0,79,3,2238
12909,68,29515,Petrol,86,1,0,79,5,2282
11685,66,29352,Petrol,110,0,0,98,3,2315
10455,58,29311,Petrol,86,1,0,79,3,2238
12854,60,29242,Petrol,110,0,0,98,4,2282
11009,65,29213,Petrol,86,1,0,79,3,2238
12177,59,29160,Petrol,86,1,0,79,3,2260
10947,63,28583,Petrol,86,0,0,79,5,2282
10756,65,28385,Petrol,110,0,0,98,3,2315
10763,65,28303,Petrol,86,1,0,79,3,2238
13223,57,27962,Petrol,110,1,0,98,5,2315
11993,57,27962,Petrol,110,1,0,98,3,2315
10886,65,27962,Petrol,110,0,0,98,5,2370
9779,66,27962,Petrol,86,1,0,79,5,2282
11624,63,27962,Petrol,110,1,0,98,4,2282
12239,61,27962,Petrol,107,0,1,98,3,2392
10148,63,27927,Petrol,110,1,0,98,4,2282
12239,61,27711,Petrol,86,0,0,79,3,2238
12294,68,27625,Petrol,86,0,0,79,3,2238
12239,59,27227,Petrol,110,0,0,98,5,2359
12909,60,26984,Petrol,110,1,0,98,5,2359
9779,58,26719,CNG,110,1,1,98,4,2456
11009,68,26719,Petrol,110,1,0,98,5,2282
11925,57,26719,Petrol,110,0,0,98,5,2370
9533,64,26719,Petrol,86,0,0,79,3,2238
12239,68,26564,Petrol,110,1,0,98,3,2315
12239,67,26161,Petrol,110,1,0,98,5,2370
12239,63,25840,Petrol,110,1,0,98,5,2456
12177,64,25600,Petrol,110,0,0,98,5,2359
13469,57,24988,Petrol,86,0,0,79,3,2260
11009,60,24855,Petrol,86,1,0,79,4,2205
11009,66,24371,Petrol,86,1,1,79,3,2304
10148,66,24323,Petrol,110,1,0,98,3,2315
12608,62,24233,Petrol,110,1,0,98,5,2370
10763,61,23624,Petrol,110,1,0,98,5,2359
11993,68,23462,Petrol,110,1,0,98,5,2359
13469,61,23301,Petrol,110,0,0,98,5,2392
13469,60,23060,Petrol,110,1,0,98,3,2315
11993,62,22991,Petrol,86,0,0,79,3,2238
10947,59,22962,Petrol,110,1,0,98,3,2315
11685,60,22955,Petrol,110,0,0,98,5,2359
12239,63,22943,Petrol,86,0,0,79,5,2315
12239,66,22778,Petrol,110,0,0,98,3,2315
10148,65,22369,Petrol,86,1,0,79,3,2238
12854,65,22369,Petrol,110,1,0,98,3,2348
13469,62,22066,Petrol,110,1,0,98,3,2348
11378,65,21924,Petrol,86,1,0,79,3,2238
10947,68,21748,Petrol,110,1,0,98,3,2315
13407,57,21748,Petrol,86,1,0,79,5,2304
11993,64,21197,Petrol,110,0,0,98,3,2315
14699,58,21127,Petrol,110,0,0,98,5,2370
9717,68,21032,Petrol,86,1,0,79,4,2205
13407,57,20838,Petrol,110,0,0,98,4,2282
12854,65,20505,Petrol,110,0,0,98,3,2315
13469,59,19977,Petrol,110,1,0,98,5,2392
12239,65,19628,Petrol,86,1,0,79,3,2238
13223,60,19561,Petrol,110,1,0,98,3,2348
12177,57,19453,Petrol,110,1,0,98,5,2359
13223,68,19263,Petrol,110,1,0,98,4,2282
12854,58,19035,Petrol,110,1,0,98,5,2370
11624,68,18828,Petrol,86,1,0,79,4,2205
13223,60,17709,Petrol,86,1,1,79,3,2304
13469,60,17709,Petrol,110,0,0,98,5,2370
12300,57,17398,Petrol,86,0,0,79,3,2238
12915,68,16589,Petrol,110,0,0,98,3,2326
15375,62,16156,Petrol,107,0,1,98,3,2392
11009,62,15848,Petrol,86,1,0,79,5,2282
12915,58,15534,Petrol,110,1,0,98,5,2370
11371,66,14189,Petrol,110,1,0,98,3,2315
13469,59,14108,Petrol,110,1,0,98,5,2370
11685,63,13781,Petrol,86,1,0,79,3,2238
13407,62,10778,Petrol,110,1,0,98,3,2315
13469,67,9653,Petrol,86,1,1,79,4,2271
11624,66,9389,Petrol,86,0,0,79,5,2282
7257,73,144742,Diesel,72,0,0,122,5,2584
8549,79,135532,Diesel,72,0,0,122,5,2535
7380,78,135312,Diesel,72,1,0,122,5,2502
6458,79,128695,CNG,110,1,0,98,5,2456
5412,74,126296,Diesel,72,1,0,122,3,2502
8303,77,124729,Diesel,72,1,0,122,4,2425
10455,69,122721,Diesel,72,0,0,122,5,2502
7565,80,121021,Diesel,72,0,0,122,3,2469
8549,76,119067,Diesel,72,0,0,122,5,2535
7073,76,113883,Diesel,72,0,0,122,3,2458
10763,78,112082,Diesel,72,1,0,122,4,2425
7995,70,111101,Diesel,72,0,0,122,3,2458
7319,73,109471,Petrol,110,1,0,98,5,2370
7995,78,109361,Petrol,86,0,0,79,5,2282
12915,77,107485,Diesel,72,1,0,122,5,2502
10455,77,105633,Diesel,72,0,0,122,4,2425
9779,71,101905,Petrol,110,1,0,98,3,2315
7134,78,100522,Petrol,86,1,0,79,3,2238
8303,80,99419,Petrol,86,0,0,79,3,2238
8549,78,99399,Diesel,72,0,0,122,3,2458
7060,74,99362,Petrol,110,0,0,98,3,2315
8057,73,98482,Petrol,86,0,0,79,3,2238
11009,69,97061,Diesel,72,1,0,122,3,2458
8303,73,97039,Petrol,86,1,0,79,5,2282
9779,78,96443,Petrol,110,0,0,98,3,2315
9779,69,96313,Diesel,72,0,0,122,3,2458
9164,76,96250,Diesel,72,1,0,122,5,2513
9533,70,94013,Diesel,72,1,0,122,5,2535
7934,71,93827,CNG,110,1,0,98,5,2412
9717,75,93206,Diesel,72,1,0,122,3,2502
8487,69,90909,Diesel,72,1,0,122,3,2458
6888,75,90843,Petrol,86,0,0,79,3,2238
